"N","Город","Зарплата.в.месяц","Изменение.зарплаты.за.12.месяцев","Должность","exp","current_job_exp","Язык.программирования","Специализация","Возраст","Пол","Образование","Университет","Еще.студент","Уровень.английского","Размер.компании","Тип.компании","Предметная.область"
6686,"Kharkiv",1600,1200,"Software Engineer",6,3,"PHP",,27,"male","Незаконченное высшее","ХНЭУ","False","средний","до 10 человек","Продуктовая","E-commerce, Media"
6687,"Хмельницкий",1600,0,"Software Engineer",4,3,"Dart",,25,"male","Незаконченное высшее","ХНУ [г. Хмельницкий]","False","средний","до 50 человек","Аутсорсинговая","E-commerce, Mobile"
6688,"Kyiv",1600,-160,"Software Engineer",7,3,"C++",,28,"male","Высшее","КНУ им. Шевченко","False","продвинутый","свыше 1000 человек","Аутсорсинговая","Media"
6689,"Lviv",1600,200,"Junior Software Engineer",2,1,"C#/.NET",,24,"male","Высшее","Lvivская Политехника","False","выше среднего","до 50 человек","Аутстаффинговая","Fintech"
6690,"Kyiv",1600,1000,"QA Engineer",3,0,,"Manual QA",27,"male","Высшее","Other вуз","False","средний","до 200 человек","Продуктовая","GameDev"
6691,"Kharkiv",1600,0,"System Architect",3,6,"R",,33,"female","Два высших","ХНУ им. Каразина","False","выше среднего","до 1000 человек","Аутсорсинговая","Big Data, Cloud Computing, Data Science"
6692,"Kyiv",1600,600,"Security Specialist",3,2,,,24,"male","Высшее","НАУ","False","средний","до 1000 человек","Другая","Security"
6693,"Kyiv",1600,600,"QA Engineer",2,2,,"Automation QA",29,"male","Высшее","Other вуз","False","средний","до 50 человек","Продуктовая","Embedded, Telecom"
6694,"Kyiv",1600,0,"Software Engineer",4,3,"C#/.NET",,24,"male","Высшее","КНУ им. Шевченко","False","выше среднего","до 50 человек","Продуктовая","Automotive"
6695,"Kyiv",1600,600,"Data Analyst",2,2,,,23,"female","Высшее","КНУ им. Шевченко","False","продвинутый","до 1000 человек","Продуктовая","E-commerce"
6696,"Odessa",1600,700,"Project manager",3,2,,,25,"male","Высшее",,"False","выше среднего","до 50 человек","Аутсорсинговая","Cloud Computing, High Load Systems"
6697,"Kyiv",1600,800,"Software Engineer",3,"0.25","PHP",,25,"male","Высшее","ВНТУ","False","ниже среднего","до 50 человек","Другая","Media"
6698,"Kyiv",1600,0,"Marketing",5,2,,,25,"female","Высшее","Other вуз","False","продвинутый","до 50 человек","Продуктовая","Інша"
6699,"Chernivtsi",1600,300,"QA Engineer",5,2,,"Manual QA",30,"female","Высшее","ЧНУ им. Федьковича","False","продвинутый","до 1000 человек","Аутсорсинговая","Інша"
6700,"Черкассы",1600,200,"Senior Software Engineer",9,1,"PHP",,43,"male","Высшее","Other вуз","False","средний","до 50 человек","Продуктовая","High Load Systems, Internet of Things, Logistics"
6701,"Kharkiv",1600,1000,"Scrum Master",5,1,,,26,"female","Высшее","Other вуз","False","продвинутый","до 1000 человек","Продуктовая","Medtech"
6702,"Kyiv",1600,200,"Marketing",6,1,,,28,"female","Высшее",,"False","выше среднего","свыше 1000 человек","Аутсорсинговая","Інша"
6703,"Запорожье",1600,100,"Software Engineer",4,1,"PHP",,25,"female","Высшее","НГУ [Dniproопетровск]","False","средний","до 50 человек","Аутсорсинговая","E-commerce"
6704,"Kharkiv",1600,1200,"Software Engineer",2,1,"Dart",,21,"male","Незаконченное высшее","ХНУРЭ","False","ниже среднего","до 10 человек","Аутсорсинговая","Mobile"
6705,"Kharkiv",1600,500,"Software Engineer",3,2,"PHP",,25,"male","Высшее","Other вуз","False","средний","до 200 человек","Аутсорсинговая","E-commerce"
6706,"Kharkiv",1600,0,"QA Engineer",6,3,,"Manual QA",26,"female","Высшее","ХНУ им. Каразина","False","средний","до 200 человек","Аутсорсинговая","E-commerce, Fintech"
6707,"Kharkiv",1600,400,"Software Engineer",3,3,"TypeScript",,33,"male","Высшее","Other вуз","False","выше среднего","до 50 человек","Продуктовая","Cloud Computing"
6708,"Сумы",1600,-400,"Software Engineer",8,5,"PHP",,30,"male","Незаконченное высшее","СумГУ","False","средний","до 200 человек","Продуктовая","E-commerce"
6709,"Kyiv",1600,0,"Business analyst","0.5","0.5",,,28,"male","Два высших","Other вуз","False","выше среднего","до 200 человек","Продуктовая","Telecom"
6710,"Lviv",1600,800,"QA Engineer",3,2,,"General QA",23,"female","Высшее","ЛНУ им. Франко","False","выше среднего","до 200 человек","Аутсорсинговая","Mobile, Інша"
6711,"Kharkiv",1600,-400,"QA Engineer",6,1,,"Manual QA",27,"male","Высшее","ХНУРЭ","False","средний","до 200 человек","Продуктовая","Embedded, Hardware"
6712,"Kharkiv",1600,200,"Software Engineer",2,2,"Java",,23,"female","Высшее","ХНУРЭ","False","выше среднего","свыше 1000 человек","Аутсорсинговая","E-commerce"
6713,"Kyiv",1600,900,"Software Engineer",2,0,"C#/.NET",,22,"female","Высшее","КНУ им. Шевченко","False","выше среднего","до 1000 человек","Продуктовая","E-commerce, Fintech"
6714,"Dnipro",1600,600,"Designer",4,"0.25",,,26,"female","Высшее","ДНУЖТ","False","средний","свыше 1000 человек","Продуктовая","High Load Systems"
6715,"Kyiv",1600,150,"Software Engineer",3,1,"JavaScript",,22,"male","Высшее","НТУУ «КПИ»","False","выше среднего","до 50 человек","Аутсорсинговая","Data Science, Fintech, Machine Learning"
6716,"Lviv",1600,400,"Product Manager",2,2,,,23,"male","Высшее","Lvivская Политехника","False","продвинутый","до 10 человек","Продуктовая","ERP, Інша"
6717,"Kyiv",1600,-170,"Marketing",8,1,,,35,"female","Высшее","Other вуз","False","продвинутый","до 1000 человек","Продуктовая","Cloud Computing, Інша"
6718,"Lviv",1600,100,"HR",7,2,,,30,"male","Высшее","Other вуз","False","выше среднего","свыше 1000 человек","Аутсорсинговая","Інша"
6719,"Житомир",1600,200,"DevOps","0.5","0.5",,,43,"male","Высшее","Other вуз","False","средний","до 200 человек","Продуктовая","Інша"
6720,"Kharkiv",1600,300,"Software Engineer",3,2,"JavaScript",,25,"male","Еще студент","ХНУРЭ","True","средний","до 200 человек","Аутстаффинговая","E-commerce"
6721,"Lviv",1600,300,"Software Engineer",4,2,"PHP",,29,"male","Высшее","Other вуз","False","ниже среднего","до 50 человек","Аутстаффинговая","E-commerce"
6722,"Kyiv",1600,300,"Software Engineer",4,4,"Java",,27,"female","Высшее","НТУУ «КПИ»","False","продвинутый","свыше 1000 человек","Аутсорсинговая","Інша"
6723,"Dnipro",1600,1200,"Software Engineer",1,"0.25","JavaScript",,26,"male","Незаконченное высшее","НГУ [Dniproопетровск]","False","средний","до 10 человек","Стартап","Edtech"
6724,"Lviv",1600,1000,"Project manager",4,"0.5",,,28,"female","Высшее","Other вуз","False","продвинутый","до 200 человек","Аутсорсинговая","E-commerce, Gambling, Manufacturing"
6725,"Kyiv",1600,-400,"Designer",3,1,,,23,"male","Высшее","НТУУ «КПИ»","False","средний","до 200 человек","Продуктовая","Adtech, E-commerce, Media"
6726,"Kyiv",1600,200,"QA Engineer",3,"0.5",,"Manual QA",34,"female","Высшее","Other вуз","False","средний","до 1000 человек","Аутсорсинговая","Mobile"
6727,"Kyiv",1600,0,"Project manager","0.5","0.5",,,31,"female","Высшее","Other вуз","False","продвинутый","до 1000 человек","Продуктовая","Edtech"
6728,"Kyiv",1600,200,"HR",3,1,,,23,"female","Незаконченное высшее","Other вуз","False","выше среднего","до 1000 человек","Аутсорсинговая","Hardware, High Load Systems, Mobile"
6729,"Other",1600,600,"HR",4,2,,,30,"female","Высшее","НГУ [Dniproопетровск]","False","средний","до 50 человек","Аутсорсинговая","Інша"
6730,"Odessa",1600,0,"SysAdmin",10,2,,,33,"male","Два высших","Other вуз","False","средний","до 1000 человек","Аутстаффинговая","Інша"
6731,"Lviv",1600,600,"Software Engineer",2,1,"JavaScript",,22,"female","Высшее","Lvivская Политехника","False","средний","до 200 человек","Продуктовая","Інша"
6732,"Lviv",1600,750,"Software Engineer",2,"0.25","Java",,21,"male","Незаконченное высшее","ЛНУ им. Франко","False","выше среднего","до 50 человек","Стартап","Інша"
6733,"Odessa",1600,300,"Software Engineer",2,"0.5","JavaScript",,22,"male","Техникум / Колледж",,"False","средний","до 50 человек","Продуктовая","Big Data, Інша"
6734,"Vinnytsia",1600,800,"Software Engineer",2,1,"Java",,34,"male","Высшее","ГУТ","False","средний","до 1000 человек","Аутстаффинговая","ERP"
6735,"Полтава",1600,400,"Software Engineer",3,1,"Swift",,28,"male","Высшее","Other вуз","False","средний","до 1000 человек","Аутсорсинговая","Mobile"
6736,"Kyiv",1600,200,"Project manager",3,2,,,26,"female","Высшее","НТУУ «КПИ»","False","выше среднего","до 10 человек","Продуктовая","E-commerce"
6737,"Kyiv",1600,-200,"HR",5,0,,,27,"female","Высшее",,"False","выше среднего","до 200 человек","Продуктовая","Інша"
6738,"Kharkiv",1600,100,"Software Engineer",4,"0.5","Swift",,24,"male","Высшее","ХНУРЭ","False","ниже среднего","до 200 человек","Аутсорсинговая","Mobile"
6739,"Lviv",1600,700,"Software Engineer",3,1,"JavaScript",,20,"male","Еще студент","Lvivская Политехника","True","продвинутый","свыше 1000 человек","Аутсорсинговая","Fintech"
6740,"Kyiv",1600,1000,"Software Engineer",1,"0.5","JavaScript",,22,"male","Среднее",,"False","средний","до 1000 человек","Аутсорсинговая","E-commerce"
6741,"Kharkiv",1600,300,"QA Engineer",4,3,,"Automation QA",25,"male","Высшее","НТУ «ХПИ»","False","средний","до 50 человек","Аутстаффинговая","Fintech, Інша"
